id,source,text,word_count
46,Web Scrape,"It has been observed that predators tend to select the most common morph in a population or species. The search image hypothesis proposes that an individual's sensory system becomes better able to detect a specific prey phenotype after recent experience with that same phenotype. It is clear that plant-pollinator interactions differ from predator-prey relationships, as it is beneficial to both the plant and animal for the pollinator to locate the plant. However, it has been suggested that cognitive constraints on short-term memory capabilities may limit pollinators from identifying and handling more than one floral type at a time, making plant-pollinator relationships theoretically similar to predator-prey relationships in regards to the ability to identify food sources. Although plant traits that have evolved to attract pollinators are not cryptic, corolla colors can be more or less conspicuous with the background and pollinators that are more efficient at detecting a particular morph will minimize their search time. Studies have demonstrated that the degree of frequency-dependence increases with the number of flowers visited, which suggests this is a learned response that develops gradually. Alternative mechanisms, such as the optimal search rate hypothesis and the stare duration hypothesis both propose that there is a tradeoff between search time and the probability of detecting prey. It has been demonstrated that when both density and frequency were manipulated, the strength of the preference for the common morph does not weaken with increased overall density, even when colors that are not innately preferred are the common morph. These results are consistent with both of these search time hypotheses, as bees tend to decrease their speed travelling between flowers when density is high, and therefore, may be more efficient at recognizing less conspicuous yellow flowers at lower speeds.",289
47,Web Scrape,"Studies on other organisms have provided evidence that foraging can occur in long runs, but this preference develops after only visiting a few morphs. When presented with two equally rewarding morphs, it has been demonstrated that an organism may select to exclusively forage on one morph for a variable amount of time, and then switch to the alternative morph and repetitively forage on this morph. Under this switching attention hypothesis, selectively foraging on the common morph can occur without invoking a learned response, as the probability of visiting a particular morph first increases as the relative frequency of that morph increases. In other words, it is likely pollinators will select common morphs first due to chance since they are more common and will continue to forage on these morphs during foraging bouts. Pollinators appear to forage in a negative frequency-dependent manner when flowers do not provide nectar rewards, likely to avoid unrewarding morphs. This behaviour results in disassortative mating between different morph types. However, it seems likely that deceptive species would have low reproductive success as pollinators would learn to avoid areas where only unrewarding species are present. One hypothesis as to how unrewarding species can persist in the population is that they only receive visits from naive pollinators. As pollinators do not appear to be able to distinguish between rewarding and unrewarding flowers prior to landing, they need to make test visits so they can learn to avoid particular morph types. When a preferred rewarding morph type becomes locally depleted, pollinators may be initially attracted to unrewarding morphs if these morphs exploit signals that are innately attractive or closely mimic rewarding species. However, under this hypothesis, the pollinator should learn to associate this morph with no reward and consequently avoid it on future foraging bouts.",296
48,Web Scrape,"A different hypothesis does not assume that only naive pollinators visit deceptive species. Instead, the negative reinforcement associated with visiting an unrewarding flower is assumed to be stored in short-term memory. This causes the pollinator to go to a different morph type on its next visit. In other words, if deceptive species were to occur at a low enough frequency that pollinators do not encounter them very often, it is unlikely they will have the opportunity to relocate this information to their long-term memory. Studies have shown that the number of flowers of an unrewarding morph type that are sampled depends on the frequency of those morphs within a population. For example, many species of obligately animal-pollinated, deceptive orchids that co-occur with rewarding flowers are only reproductively successful when they occur at low frequencies. These two hypotheses are not mutually exclusive, in that morph populations that are visited by naive pollinators are also likely to be found at low frequencies relative to rewarding morphs. Regardless of the mechanism, pollinators foraging in a frequency-dependent manner on common morphs will lead to assortative mating between similar phenotypes. Additionally, rare morphs may be at a disadvantage if reproductive success is correlated with number of pollinator visits, and this may lead to higher rates of selfing and ultimately inbreeding depression, in self-compatible plants. The potential for a decrease in genetic diversity due to assortative mating can have negative implications. In response to climate change, plants may begin to flower earlier in the season due to regional aridification and a rise in mean global temperature. However, reproductive success of flowering plants that are obligately pollinated ultimately depends on a corresponding change in the timing of pollinator visitors. The earliest bloomers of any species will be rare since the majority of conspecific plants have not.",299
49,Web Scrape,"Additionally, positive frequency-dependent foraging may help maintain hybrid zones between closely related species. Hybrid zones generally contain a wide variety of phenotypes, including novel or extremely rare morphs. Since certain pollinators tend to prefer common morphs, there is a low probability that they will visit rare morphs in the hybrid zone, thus keeping gene flow between species relatively low. The Philemon Sage House is a historic house at 69 Sandy Brook Turnpike (Massachusetts Route 183) in Sandisfield, Massachusetts. Built in 1799 and enlarged in 1827, it is a good local example of Federal period architecture. It was listed on the National Register of Historic Places in 1982. The Philemon Sage House is located in a rural setting of southwestern Sandisfield, at the southwest corner of Sandy Brook Turnpike and Rood Hill Road. It is a 2+1⁄2-story wood-frame structure, with a five-bay facade, side-gable roof, twin chimneys on the center ridgeline, and clapboard siding. The front is symmetrical, with a center entrance flanked by sidelight windows and topped by a simple corniced entablature. A 1+1⁄2-story addition, the oldest portion of the house, juts from the rear of the house. The interior retains many original period features, including original doors and hardware, wainscoting, fireplace mantels, and flooring. The property includes foundational remains of a barn and an old tannery, which was located on Sandy Brook south of the house. The ell of the house was built in 1799 by Philemon Sage, the son of Stephen Sage, one of Sandisfield's first settlers. Philemon Sage was a successful rural farmer, operating the tannery and a cheesemaking operation. He also served for a time as the town postmaster, operating the post office out of this house. The main block of the house he built in 1827 to house his large family. The house remained.",299
50,Web Scrape,"Castell'Arquato (Italian pronunciation: ; Piacentino: Castél Arquä or Castél Arcuà) is an Italian town located on the first hills of Val D’Arda in the province of Piacenza, in Emilia-Romagna, approximately 30 kilometres (19 mi) from Piacenza and 35 kilometres (22 mi) from Parma. Places nearby include Bacedasco, Vigolo Marchese, Fiorenzuola d'Arda, Lugagnano Val d'Arda, and Vernasca. It is one of I Borghi più belli d'Italia (""The most beautiful villages of Italy""). A medieval town of traditional structure which has maintained its appearance as it was in the early 10th century, the Old Town of Castell'Arquato is a high rock which in other times was strategically important for dominating the valley, now surrounded by the village. Its picturesque medieval features have led to the burg's appearances in movies such as Ladyhawke. Opera librettist Luigi Illica, known for his long collaboration with composer Giacomo Puccini, but also with Alfredo Catalani and Umberto Giordano and author of the libretti of such operas as Tosca, La bohème, Madama Butterfly, La Wally and Andrea Chénier, was born in the borough in 1857 and is here buried. Castell'Arquato is also in the area of the Colli Piacentini (Piacenza Hills), an important area for wine production. The most important wines produced in the Colli Piacentini are Gutturnio, Bonarda, Ortrugo, Malvasia, and Monterosso Val d'Arda. The recent film Juliet and Romeo was filmed here. https://youtu.be/1SgikfMKAb8?si=wqJVa8HflGQEsCzH The origins of Castell'Arquato are uncertain. It is believed that it originated as a Roman military settlement (castrum). During the Roman Imperial Era it developed into a small rural town, thanks to its position commanding the routes from Piacenza and Parma toward the Ligurian Sea (Liguria is at the end of the Piacenza valley).",281
51,Web Scrape,"The first historical news concerning Castell’Arquato (known as la Pieve) appear in the 8th century. Castell'Arquato seems to have been constructed by a ""noble and powerful lord named Magnus"". Magnus built the squared based castle and a church ""In honor Mater Dei"" (756–758). At that time Castell’Arquato had a military (Castrum) and an agricultural organisation (Curtis), the Justice Administration (Curia) and the Religious Administration (Pieve). Before dying in 789 Magnus gave the town, the church of Santa Maria and its goods to the bishop of Piacenza, and Castell’Arquato acquired an important freedom as a Pieve (pleban church). The Bishop had the right of direct taxation (fodro) throughout the territory of Castell'Arquato on all the men, nobiles, burgenses, lords with houses and lands in the area and on the clerics of Santa Maria. From 1204 to 1207 the Bishop of Piacenza Grimerio chose Castell’Arquato as his home. The hamlet became even more independent from Piacenza. The grant of an autonomous government became official in the summer of 1220. The first document in the historical archive of Castell'Arquato is from 10 August 1220 when the Bishop Vicedomio gave his land in the burg and the territory in Emphyteusis (a form of fiefdom) to the ""burg and to the homines"" of Castell’Arquato for 700 piacentian lire. For 200 lire and a small annual fee he gives also ""in perpetual investiture all jurisdictions, honors and tithes"" of Castell’Arquato, Lusurasco, San Lorenzo and Vernasca. Castell’Arquato was at the time ruled by a podestà chosen by the commune of Piacenza from among the most renowned members of the Piacenza's families, serving for a term of three years. The podestà had civil, political and judicial functions.",279
52,Web Scrape,"The podestà's rule ended in 1290 when Alberto Scotti, backed by the Guelph faction, the merchant class and the artisanal corporations, became lord of Piacenza. Castell’Arquato also became a seigniory on its own right. Alberto Scotti allied himself to the Visconti family and extended his dominion to the territory of Piacenza, while entrusting Castell’Arquato to the podestà Tedesio de' Spectinis. The alliance with the Visconti ended in 1302 when the son of Matteo Visconti, Galeazzo I Visconti, married Beatrice d'Este and shifted the weight of the alliances, starting a period of conflict that brought the Scotti to Milan. Under the Scotti dominion, Castell’Arquato acquired political prestige and many of the buildings that can be still be seen today, like the Palazzo del Podestà (Podestà's Palace) and the Palazzo di Giustizia (Court of Justice), nucleus of what is today the Palazzo del Duca (Ducal Palace). In 1304 Alberto Scotti was banished from Castell’Arquato by the city of Piacenza, but came back three years later. After the arrival of German emperor Henry VII in 1310, Alberto Scotti ruled the village until 1316 when Galeazzo I Visconti besieged Castell’Arquato, which yielded after one year. Galeazzo Visconti allowed the town ""special rights"": the ability to juridically emancipate itself from Piacenza and to write laws of its own, the basis of the 15th century statutes. In 1324 Castell’Arquato was given to the municipality of Piacenza, itself under the dominion of the Church, which governed the burg for twelve years. Piacenza went back to the Visconti in 1336 with Azzone Visconti, who favored the burg's autonomy from Piacenza, appointing a trusted podestà, Galvagno de' Comini, and facilitating the fortification of this strategically and militarily important area. He died at the age of 37 years. His successor, Luchino Visconti was responsible for the construction of the.",299
53,Web Scrape,"In 1403 Gian Galeazzo Visconti gave Borromeo de' Borromei and his descendants feudal powers over Castell’Arquato, with the related fiscal revenues. Threatened by the powerful family of the Arcilli from Firenzuola, they gave back their rights to the people of Arquato, who gave them to Filippo Maria Visconti, Duke of Milan. From 1416 to 1470 the town was called Castel Visconti. In 1438 Filippo Maria Visconti offered the fief to the condottiero Niccolò Piccinino, under whose government the Municipal Statutes were promulgated, the Statuta et Decreta Terrae Castri Arquati. After his death the village went to his sons Francesco and Jacopo. After Filippo Maria Visconti's death, his son-in-law Francesco I Sforza was in 1447 also declared lord of Piacenza and its area. In 1541 Pope Paul III declared the independence of the village, having already initiated the process in 1538. He also visited the Castell'Arquato in the spring of 1543 when he was acclaimed by the population, grateful for the independence from Piacenza also meant economical relief. The rule by the Sforzas went on until 1707, when the territory of Castell'Arquato became part of the Duchy of Parma and Piacenza under the Farnese and later the House of Bourbon, until its annexation to Italy in 1860. The current coat of arms reflects these changes, featuring the castle alongside the symbols of Piacenza (red castra of Sant'Antonino), the Farnese (golden fleur de lis); the Scotti (6-pointed gold stars) and the Sforza (golden lions). The castle's archive houses a collection of ancient music (from c. 16th century). It was partly published by the American Institute of Musicology. In those time it means for harpsichord or organ. The edition is called CEKM (Corpus of Early Keyboard music).",284
54,Web Scrape,"From this collection a keyboard dance of the renaissance called ""Al Milanese"" with regal sound: ""Al Milanese"" 781 Kbⓘ Twin Lakes is a complex of two large lakes in Lake Clark National Park in the U.S. state of Alaska, near the northeast corner of Lake and Peninsula Borough. It contains a 6-mile-long (9.7 km) upper lake and a smaller 4-mile-long (6.4 km) lower lake, joined by a short connecting stream. The lakes outflow westward into the Chilikadrotna River (and eventually into the Mulchatna and Nushagak Rivers and Nushagak Bay). It is quite remote and unpopulated, except in the late summer as it is a popular hunting spot. The lake complex was the retirement home of naturalist Richard Proenneke (1916–2003), who spent most (1968–1998) of the last 35 years of his life living there in a log cabin he built by hand. (See One Man's Wilderness: An Alaskan Odyssey and Alone in the Wilderness). It is only reachable by air taxi via a float or a wheel plane. This article about a location in the Lake and Peninsula Borough, Alaska is a stub. You can help Wikipedia by adding missing information. Rob Davis (born 1964) is a Canadian politician. He served on the City of York council from 1991 to 1997. He was the first Black city councillor in the 200-year history of the City of York. He was elected as a member of the amalgamated Toronto City Council from 1997 to 2000. He was also the first Black city councillor of the amalgamated Toronto City Council.",256
55,Web Scrape,"In 2023, Davis unsuccessfully ran for mayor of Toronto. Rob Davis was born and raised in Toronto, Ontario. Davis was Student Council President at St. Michael's College School, Toronto, 1982/3. He graduated from St. Michael's College in 1983, attended York University, and studied political science. He was one of six new councillors elected for York in the 1991 municipal election, as city residents voted out a number of incumbents following the revelations of the Fairbank Park Scandal. At age 27, he became one of Ontario's youngest elected officials. He was re-elected to the York council in the 1994 election. His council experience includes service on the Administrative Services Committee, the Works and Parks Committee, the boards of health, the Northwestern General Hospital, the York Library and the St. Clair Community Youth Services. Davis was the budget chief in 1997 in the City of York, and that year the city brought in a zero tax hike. He campaigned for the Legislative Assembly of Ontario in a 1996 by-election in York South, as a candidate of the Progressive Conservative Party when New Democratic Party (NDP) leader Bob Rae vacated his seat. Davis defeated Zubair Chowdhry for the Progressive Conservative nomination and placed third in the election with 5,093 votes (25.69%). The winner was Gerard Kennedy, who shortly afterwards sought the leadership of the Liberals. City councillor David Miller finished second for the NDP. The City of York was amalgamated into the new City of Toronto in 1997, and Davis was elected to Toronto City Council in the 1997 election as one of two members for Ward 28. He served as chair of Toronto's crime prevention task force and, in 2000, was the driving force behind a gun buyback program which allocated fifty dollars to any city resident who surrendered a gun..",299
56,Web Scrape,"Davis was a right-wing councillor and an ally of mayor Mel Lastman. He sought to have Howard Moscoe removed as TTC chair in 1999. In 1998, Davis was one of 13 councillors to vote against same-sex benefits for city employees. The wards in Toronto were redistributed before the 2000 election, and some sitting councillors were forced to face one another for re-election. Davis was defeated in Ward 21, losing to fellow councillor Joe Mihevc by over 3,500 votes following a very divisive contest. He sought to return to council in the 2003 campaign in Ward 33 in the eastern part of the former city of North York. Still, he was narrowly defeated by Shelley Carroll. During the 2003 contest, Davis supported tenant advocacy, the restoration of rent control and gas tax financing for the TTC. Acknowledging that Progressive Conservative governments at the provincial level had opposed all three initiatives, he said, ""I differed with my party."" He has worked as a consultant since leaving the council. In 2004, he organized a march supporting police chief Julian Fantino after it was announced that the deadlocked Toronto Police Services Board would not renew Fantino's contract. In April 2008, he was appointed to replace trustee Christine Nunziata, who resigned due to allegations over her spending. Davis was appointed to Ward 6 (York) of the Toronto Catholic District School Board to replace Christine Nunziata, who was removed for missing three consecutive board meetings, on May 8, 2010. Immediately after his appointment, Davis said there needed to be an ""infrastructure of integrity"" in place before the Trustees could restore parent confidence and move on from the Trustee spending scandal. His first motion as trustee was to call upon the board to create an integrity commissioner position at their next meeting on May 14, 2010.",299
57,Web Scrape,"In the 2010 municipal election, Davis ran unsuccessfully for Toronto City Council from Ward 15 in an attempt to replace Howard Moscoe. In 2023, Davis ran for mayor of Toronto, ending up in 22nd place. Source: 1991 Toronto municipal election Source: 1994 Toronto municipal election Source: Ontario provincial by-election, May 23, 1996/York South ***Top 2 elected**** Source: 1997 Toronto municipal election Source: 2000 Toronto municipal election Source: 2003 Toronto municipal election Source: 2010 Toronto municipal election ""The Meaning of Life"" is a song released by the American punk rock band the Offspring. It appears as the second track on their fourth studio album, Ixnay on the Hombre (1997), and was released as its third single in Australia and Japan. The single peaked at #90 on the Australian ARIA singles chart in August 1997. A music video was made in support of the single. It was directed by Kevin Kerslake and released in 1997. The video features a high-speed wheel chair race in the desert. The race footage was interspersed with shots of lead singer Dexter Holland hanging upside down in a tree with a capuchin monkey. The music video appears on the Complete Music Video Collection DVD, released in 2005. Michelle La Rue is a conservation biologist and ecologist based at the University of Canterbury in Christchurch, New Zealand. Her research focuses on using satellite imagery to understand polar animals, including emperor penguins and crabeater seals. She has visited Antarctica at least six times. LaRue started her scientific career at Minnesota State University, Mankato where she completed a Bachelor of Science majoring in ecology. This involved researching the food habits of hoary bats by dissecting and identifying the remains of insects in their guano. She also completed modelling of white-tail deer populations using distance sampling techniques.",296
58,Web Scrape,"She went on to gain a Master's degree in Zoology at the Southern Illinois University Carbondale where she studied the habitat and dispersal of cougars. LaRue has a doctorate in Conservation Biology from the University of Minnesota. This saw her use high-resolution satellite imagery to study the population dynamics, biogeography, and threats to polar animals. In December 2025 she was appointed as a full professor at the University of Canterbury. In 2022 LaRue received a Rutherford Discovery Fellowship to study populations of crabeater seals, Weddell seals, emperor penguins, and Adélie penguins in Antarctica. The Pablo Casals Museum (Spanish: Museo Pablo Casals), located on San José Square in Old San Juan, San Juan, Puerto Rico, is a museum dedicated to the Catalan Puerto Rican cellist, composer and conductor Pablo Casals, who lived the last 17 years of his life in San Juan where he composed his masterpiece El Pessebre. In addition to his piano, his cello, historical photographs, some of his musical instruments and personal belongings, the museum also has a media and music library which visitors can browse. 18°27′57″N 66°07′10″W﻿ / ﻿18.46583°N 66.11944°W﻿ / 18.46583; -66.11944 The Jane E. Putnam Memorial Chapel is a Neogothic-styled funeral chapel built in 1908 in Eau Claire, Wisconsin. It was added to the National Register of Historic Places for its architectural significance in 2000. Jane E. Balcolm was born in Oxford, New York in 1832 and came to Eau Claire in 1857. In 1858 she married Henry C. Putnam, who had come to Wisconsin (also from New York) in 1855 as a government land surveyor. He worked as a ""timber cruiser,"" assessing tracts of pine land in the Chippewa Valley for himself and for other investors like Cornell University. He was one of the most successful land agents in the area and became.",299
59,Web Scrape,"The couple was generous in the community. They helped finance construction of First Presbyterian Church in 1857, and Jane organized Eau Claire's first public library in 1875. Before Jane died in 1907, she asked that a chapel be built for the people of Eau Claire, to be used for services and to hold the bodies of those who died in winter until the ground thawed. The year after Jane died, Henry obtained a half acre in Forest Hill Cemetery and had the chapel constructed. The chapel is a steep-roofed one-story Neogothic-styled building, with walls of random rough-faced stone. Doors and windows are tall and lancet-pointed. A pair of wood doors behind wrought-iron gates guards the front entrance. Corners are buttressed, with a pinnacle on each corner. The roof is covered with red barrel tile, with shallow parapets rising above the gable ends. At the back is an apse-like rectangular extension with a flared hip roof. Inside, an aisle runs down the center. On the east wall of the main nave is a simple fireplace. Above are wood trusses with hammer-posts, braces and struts. Burial crypts are on each side of the central aisle beneath concrete panels in the floor. Seven Putnams lie in the crypts on the west side, including Jane and Henry. The apse section in back has 24 receiving vaults for temporary storage of bodies during winter, but these are no longer used. Services are no longer held in the chapel either. It is now used primarily for storage.",251
60,Web Scrape,"The fourth season of Baddies, officially titled Baddies East, premiered on the Zeus Network on September 17, 2023 and is filmed throughout the Eastern part of the United States, including Atlanta, Charlotte, Nashville, New Orleans, and Houston, with a vacation to Jamaica The final episode was followed by a three-part reunion special, hosted by John and Nene Leakes, which was released from February 11, 2024 to February 25, 2024. Brown, Chrisean Malone, Sherman, and Waldrip were not present at the reunion taping, after Malone announced she wouldn't be returning to the series, and with Waldrip not attending due to her impending legal actions towards Malone and Zeus Network. For the reunion, Camilla Poindexter, Kissen, and Mayham all left the reunion after their physical altercations, and DJ Sky High Baby appeared at the reunion. On August 14, 2023, multiple internet sources reported that Victoria Waldrip, better known online as Woah Vicky, was allegedly pressing charges on fellow cast member, Chrisean Malone for second-degree assault. According to sources close to Waldrip's team, Waldrip was under a clause that did not allow any physical contact to take place while filming for the network. Later that day, Waldrip uploaded a twenty-four minute video to her ""YES! I SNITCHED!"" In the video, Waldrip implied that she was set up by Malone into getting jumped by unnamed cast members; also stating that Malone threw an object at her as well. Castmate ""Smiley"" proceeded to reveal secrets, some lies and some true, about zeus employees, managers and fellow cast members, causing a lot of controversy.",258
61,Web Scrape,"- This is the final season to feature Chrisean Rock and Stunna Girl as cast members. - Chrisean Rock appears as a 'Special Guest' two seasons later on ""Baddies Mid-west"" to have a sitdown talk with previous castmate/sister 'Tesehki' to hopefully resolve past issues, which ends in tears and arguing. - Stunna Girl appears as a 'Special Guest' three seasons later on ""Baddies Africa"" to have a sitdown talk with previous castmate 'Ahna Mac' to hopefully resolve past issues, which immediately turns physical, ending in multiple fights and injuries. 4.^“Baddies East”flicksmore. Retrieved October 20, 2023. Isabela barrio-pueblo is a barrio and the administrative center (seat) of Isabela, a municipality of Puerto Rico. Its population in 2010 was 7,826. As was customary in Spain, in Puerto Rico, the municipality has a barrio called pueblo which contains a central plaza, the municipal buildings (city hall), and a Catholic church. Fiestas patronales (patron saint festivals) are held in the central plaza every year. The central plaza, or square, is a place for official and unofficial recreational events and a place where people can gather and socialize from dusk to dawn. The Laws of the Indies, Spanish law, which regulated life in Puerto Rico in the early 19th century, stated the plaza's purpose was for ""the parties"" (celebrations, festivities) (Spanish: a propósito para las fiestas), and that the square should be proportionally large enough for the number of neighbors (Spanish: grandeza proporcionada al número de vecinos). These Spanish regulations also stated that the streets nearby should be comfortable portals for passersby, protecting them from the elements: sun and rain.",265
62,Web Scrape,"Located in Isabela barrio-pueblo is the Manuel Corchado y Juarb recreational plaza. Located across from the downtown central plaza is the Parroquia San Antonio de Padua (English: Anthony of Padua Roman Catholic parish church). The church was built between 1819 and 1824. It sustained damage during the 1918 San Fermín earthquake. The current church, which is made of reinforced concrete, was completed in 1924; and the last time it was renovated was in 1998. Isabela barrio-pueblo was in Spain's gazetteers until Puerto Rico was ceded by Spain in the aftermath of the Spanish–American War under the terms of the Treaty of Paris of 1898 and became an unincorporated territory of the United States. In 1899, the United States Department of War conducted a census of Puerto Rico finding that the population of Pueblo was 881. Scenes around Isabela barrio-pueblo: The Bumping River is a tributary of the Naches River, in Washington in the United States. It flows down the east side of the Cascade Range, through Wenatchee National Forest and the William O. Douglas Wilderness. From its source at Fish Lake near Crag Mountain, it flows northeast to Bumping Lake, a natural lake enlarged and regulated by Bumping Lake Dam. Below the dam, the Bumping River continues flowing northeast. It is joined by the American River, its main tributary, a few miles above its mouth where it joins the Little Naches River to form the Naches River. Bumping River is part of the Columbia River basin, being a tributary of the Naches River, which is a tributary to the Yakima River, which is a tributary to the Columbia River.",269
63,Web Scrape,"Stockmen said that the river's name was given because during a freshet heavy boulders were carried down the river creating a rumbling vibration as the rocks kept bumping together. Variant names listed by the United States Geological Survey (USGS) for the Bumping River include Tancum River and Tanum River. The Indonesian identity card (Indonesian: Kartu Tanda Penduduk, abbr. KTP), is a compulsory identity card for Indonesian citizens and residents with a valid resident permit. The card is issued upon reaching the age of 17 or upon marriage. For Indonesian citizens, the card is valid for life (previously it was only valid for 5 years for citizens under 60 years old). For non-Indonesian citizens, it is valid for as long as their residency permit allows. Since 2011, the Indonesian government has issued an electronic version of the card, known as the e-KTP (KTP elektronik), which contains an embedded microchip. The general identity card during the Dutch colonial era was called a residence certificate (Dutch: verklaring van ingezetenschap). This card did not record the bearer's religion. Citizens seeking to obtain proof of residence were required to contact their local controleur (controller) and pay a fee of 1.5 guilders. The paper card measuring 15 by 10 centimetres (5.9 in × 3.9 in) was issued and signed by heads of local administrations (hoofd van plaatselijk). Two additional types of ID documents were required by Chinese in the Dutch East Indies: the entry permit (Dutch: toelatingskaart) and the residency permit (vergunning tot vestiging, known as ongji by Chinese).",253
64,Web Scrape,"The Japanese occupation (1942–45) ID card was made from paper and was much wider than the current KTP. It featured Japanese and Indonesian text. Behind the main data section was a propaganda spiel that indirectly required the holder to swear allegiance to the Japanese invaders. Hence it became known as KTP-Propaganda. After Indonesia declared independence in 1945, the certificate of residence was replaced with the Indonesian Citizenship Certificate (Surat Tanda Kewarganegaraan Indonesia). This document was partly typed and partly handwritten. It was in use from 1945 to 1977. It was a paper card without any laminate. The card underwent several changes during this period, partly concerning the rights and responsibilities of the bearer. Different ID cards were issued by different regions and eventually became uniform under the head of Population Registration in 1976. During Suharto’s New Order regime (1966–98), citizenship cards held by former political prisoners (tahanan politik or tapol) and ethnic Chinese featured special codes to denote their status. This policy allowed government officials to know whether a person was a former political prisoner or of Chinese descent. The discriminatory codes were later abandoned. The KTP was made from paper, laminated in plastic and stamped with an ink stamp. Cards were issued by the lowest neighborhood administrative levels, known as RT and RW. The cards featured a photo, signature, serial number and thumb print. The background color of the KTP was often yellow. When Aceh province was placed under a state of Military Emergency in 2003, it had a different KTP design featuring a red and white background and a garuda bird. The card was signed by the subdistrict head, the local military commander and head of police.",279
65,Web Scrape,"The bearer's photo was printed directly onto a plastic card. Surveillance, verification, and validation remained at the RT/RW levels. This KTP featured the bearer's thumb print and a unique serial number. The e-KTP was trialed in six areas in 2009 and launched nationwide in 2011. The card is supposed to be more durable, contains a microchip, unique serial number and can be used for multiple applications for government services. Its implementation has become tainted by corruption. In May 2013, it was reported the chip inside the e-KTP could be damaged and rendered useless by repeatedly photocopying the card. The e-KTP contains unique biometric data and was designed to improve government services and population databases, while reducing fraud and security threats. The e-KTP is the basis for the issuance of Indonesian passports, driving licenses (SIM), Taxpayer Identification Numbers (NPWP), insurance policies, land ownership certificates and other identity documents (Article 13 of Law no. 23/ 2006 on Residency Administration). Data recording for e-KTP registration involves taking fingerprints from all 10 fingers, although the card's chip records only the right thumb and index finger prints. The e-KTP consists of nine layers to increase security. A chip is implanted between white and transparent plastic on the top two layers. The chip has an antenna that issues a wave when swiped. The wave will be recognized by a detector to verify whether the rightful holder is using the card. Data storage in the chip is in accordance with international standards and NISTIR 7123 Machine Readable Travel Documents ICAO and EU Passport 9303 Specification 2006. The size of the card is in accordance with ISO/IEC 7810 with a credit card size form factor that is 53.98 by 85.60 millimetres (2.125 in × 3.370 in).",288
66,Web Scrape,"Indonesia's e-KTP program achieved 100 million biometric enrollments and de-duplications in just under one year. e-KTP data has no expiration date, even if the cards show expiration dates. Since Indonesia has a multitude of ethnicities and languages and naming conventions, some cultures like Javanese culture does not have surnames or family names. Thus in the name column, the name of the person is written in the format of <first name> <middle names>(optional) <last name>(optional). Most digital filing system in Indonesia sort Indonesian names by their first name. Single word names usually never have a problem in their daily life with regard of lack of surname (with the exception when applying visa to foreign countries, working in foreign countries, etc.). The card requires identification with one of the six officially recognised religions in Indonesia: Islam, Protestantism, Catholicism, Hinduism, Buddhism, and Confucianism. In 2006 the need to retain this arrangement was reiterated by Minister of Religious Affairs Maftuh Basyuni: ""Official religions of the country is vital to ensuring good harmony between religious groups as well as being of use in more practical matters such as marriage and burial."" However, in 2014, the Minister of Home Affairs suggested that the section should be optional, that is, that it could be left blank. Religious groups want to retain it. Following the ruling of Constitutional Court of Indonesia, per 1 July 2018, believers of indigenous faith are allowed to put ""penghayat kepercayaan"" (believer) on religion column in identification card. Confucianism as an option was reinstated in 2006, having been dropped in 1965 by Suharto in the wake of the failed communist coup attempt.",268
67,Web Scrape,"The Home Affairs Ministry in 2009 commenced a trial implementation of e-KTP in six regions: Makassar, Padang, Denpasar, Yogyakarta, Cirebon and Jembrana. The trial project, conducted by the Lintas Peruri Solusi consortium, encountered numerous technical troubles and alleged corruption. The Attorney General's Office in June 2010 named four suspects from the Home Affairs Ministry's Director General of Population Administration over alleged corruption in the procurement of hardware, software systems and blank ID cards for the 2009 trial project. Despite the corruption probe, the e-KTP project went ahead nationwide in 2011. The Attorney General's Office dropped its investigation in January 2012, citing a lack of evidence. Indonesia's Corruption Eradication Commission (KPK) then investigated irregularities in the Rp 5.9 trillion ($443 million) e-KTP project and found that alleged graft had caused state losses of Rp 2.3 trillion. Indonesia Corruption Watch (ICW) alleged there was fraud in the awarding of contracts for procurement of equipment. Irregularities were also suspected because some technologies promised in the tendered contracts were not provided. For example, in the case of identification equipment, a consortium comprising Percetakan Negara Republik Indonesia (state-owned printing company), Quadra Solusindo, Sucofindo, LEN Industri and Sandipala Arthaputra, promised to use iris recognition technology, but only used a fingerprint system. On 22 April 2014, Sugiharto, the former director of Population Administration Information Management at the Home Affairs Ministry's Directorate General of Civil Registration was named a suspect by the KPK. On 30 September 2016, Irman, the former director general of Population and Civil Registry at the Home Affairs Ministry was named a suspect for allegedly marking up costs of the project.",266
