id,source,original_text,original_word_count,summary,summary_word_count
143,Web Scrape,"Mary Fleming, who had helped make this inventory of the jewels with her husband William Maitland and Lady Seton, was ordered to return a chain or necklace of rubies and diamonds. Agnes Gray, Lady Home, surrendered a jewel with fifteen diamonds set in gold with white enamel and a pearl ""carcat"" necklace which together had been her security for a loan of £600 Scots. The lawyer Robert Scott returned a ""carcan"" or garnishing, circled about with pearls, rubies and diamonds. Two Fife lairds, Andrew Balfour of Montquhanie and Patrick Learmonth of Dairsie, who had made loans to Grange and charged interest, were ordered to surrender the jewels pledged to them. William Sinclair of Roslin had sold his pledge of 200 gold royal buttons weighing 31 ounces to the lawyer, Thomas McCalzean for 500 merks. McCalzean surrendered the buttons to the Privy Council and Morton on 6 July. On 28.",149,lawyer Robert Scott returned a carcan or garnishing with pearls. two lairds were ordered to surrender the jewels pledged to them.,21
144,Web Scrape,"On 3 August Morton sent a copy of Kirkcaldy's inventory to the Countess of Lennox, in the hope that she could get all the jewels still in William Drury's hands and now in Berwick sent to him. On 7 August, on behalf of the Earl of Huntly, Alexander Drummond of Midhope brought Morton a garnishing for the queen's headband comprising seven diamonds (one large and cut square), six rubies, and twelve pearls set in gold. Huntly had raised a loan for this piece with Alexander Bruce of Airth. Morton wrote to Countess of Lennox again later in August, asking for a progress report. Ninian Cockburn, the bearer of his letter, had delivered some jewels from Archibald Douglas to Valentine Browne, treasurer of Berwick. The French ambassador in London, Bertrand de Salignac de la Mothe-Fénelon summarised Morton's actions in September, saying that he reclaimed the jewels from those in Scotland.",149,Morton sent a copy of Kirkcaldy is inventory to the Countess of lennox. she had a garnishing for the queen is headband. the queen had raised a loan for this piece with Alexander Bruce.,34
145,Web Scrape,"Mary was unhappy at the prospect of her jewels in Morton's hands and in the hands of merchants of goldsmiths, and wrote to the French ambassador in London, Bertrand de Salignac de la Mothe-Fénelon, about her concerns in November 1573. She wanted a fresh inventory and hoped Elizabeth I would intervene on her behalf. Mary wrote to Mothe-Fénelon that she hoped the jewels would be looked after in Scotland until her son James came of age. Gilbert Edward, the page of Valentine Browne, the treasurer of Berwick, ran away from his master and stole several jewels, including a jewelled mermaid. Browne's mermaid was described in similar terms to an ""ensign"" Mary had inherited from her father, James V which he wore on a bonnet. Mermaid jewels continued to be sewed on men's hats, in 1584 pirates stole a hat belonging to a David MacGill with a gold mermaid set.",149,"the page of Valentine Browne, the treasurer of Berwick, ran away from his master. she inherited a mermaid from her father, James V. she wrote to the french ambassador in London about her concerns.",34
146,Web Scrape,"Morton had a prolonged negotiation with Moray's widow, Annas or Agnes Keith, now Countess of Argyll, for the return of the diamond and cabochon ruby pendant called the ""Great H of Scotland"" and other pieces. Unsurprisingly, Mary wrote again to the countess asking her to return the jewels to her instead. Agnes Keith claimed the jewels were security for her late husband's unpaid expenses as Regent, but she gave them to Morton in March 1575. A paper noting the return of the ""Great H"" to the crown by Agnes Keith, now the ""Lady Ergile"", and the recovery of other jewels survives in the National Archives of Scotland. Around this time, Agnes Keith had to pawn her own jewels for money, raising 600 merks for her diamond-set ""principal tablet"" from a kinsman James Keith.",133,the Great H of Scotland was returned to Morton in 1575. she raised 600 merks for her diamond-set principal tablet.,20
147,Web Scrape,"In July 1575, there was a rumour that some of Mary's jewels had been exported from England at Gravesend, despite a prohibition. Morton resigned the regency in March 1579, and his half-brother, George Douglas of Parkhead, made an inventory of royal jewels, her costume and her dolls, furnishings, and library. The taking of this inventory was described in the chronicle attributed to David Moysie. When Mary was recently arrived in England, at Bolton Castle in July 1568, she asked a dependant of the border warden Lord Scrope called Garth Ritchie to ask Lord Sempill's son, John Sempill of Beltrees, the husband of Mary Livingston, to send her the jewels in their keeping. Garth Ritchie managed to bring some of the queen's clothes and a cloth of estate from Lochleven Castle, but Regent Moray would not give Sempill permission to send any jewels. Regent Lennox would later ask John Sempill.",149,the queen is jewels were exported from the border warden in 1575. the royal jewels were imported from the border warden. the royal jewels were imported from the border warden.,30
148,Web Scrape,"At Coventry in 1569, Thomas Howard, 4th Duke of Norfolk gave Lord Boyd a diamond to deliver to Mary as a token of his affection and fidelity. Mary wrote to the Earl of Norfolk in December 1569, that she ""would keep the diamond unseen about her neck till I give it again to the owner of it and me both"". In November 1586, Mary sent the diamond to the Spanish ambassador Bernardino de Mendoza, writing that it had been Norfolk's pledge of faith or troth to her (dont le seu duc de Norfolk m'obligea sa foi) and she had worn it always since. Mary's apothecary Pierre Gorion brought the ring to Mendoza after her execution. It was said be worth 200 crowns. Gorion carried a second diamond, Mary's gift for Philip II, said to be her best jewel and worth 850 crowns.",142,the diamond was delivered to Mary in 1569 as a token of his affection and fidelity. the 4th Duke of Norfolk gave it to the owner of the ring. it was said to be worth 200 crowns.,37
149,Web Scrape,"Mary had some jewelry and precious household goods with her in England and obtained more items from her French allies. The Spanish ambassador Guerau de Espés heard that she gave Elizabeth two little caskets in June 1570. Inventories were made at Chartley in 1586 of pieces in the care of Jean Kennedy, and at Fotheringhay in February 1587. She usually wore a cross of gold and pearl earrings. Another gold cross was engraved with the Mysteries of the Passion. She kept in her cabinet a gold chain with a miniature portrait of Henry II of France and Catherine de' Medici. The chain had 44 pieces made as royal ciphers or initials, enamelled blue and red. The portrait was in a gold case called a ""livret"", an enamelled little gold book. The piece was probably worn as a belt or girdle.",140,Inventories were made at Chartley in 1586 of pieces in the care of Jean Kennedy. another gold cross was engraved with the Mysteries of the Passion.,26
150,Web Scrape,"Mary wore a girdle around her waist with a descending chain and pendant, called in French a ceinture and cottoire. Some Scots language notes of some her jewels calls these items ""beltis and cousturis"", and a ""belt and cowter with ane pandent of gold"". In January 1575, she wrote to James Beaton, Archbishop of Glasgow, in Paris for a pendant jewel, which she called ""ung beau miroier d'or"" – a fine gold mirror. She wanted it decorated with her cipher or initials and Elizabeth's combined, a motif designed by her uncle, the Cardinal of Lorraine. Mary's inventory of 1586, includes a similar piece with her own portrait, to wear suspended from the girdle, ""venant au dessoubs de la ceinture"". A list of other items taken from Mary Queen of Scots in 1586 includes a looking glass decorated with miniature portraits of Mary and Elizabeth (probably the girdle jewel with.",149,a girdle around her waist wore a descending chain and pendant. some of her jewels call these items beltis and cousturis and a belt and cowter with ane pandent of gold.,31
151,Web Scrape,"Mary continued to give New Year's Day gifts of gold jewellery, and in 1580 asked her ally James Beaton, Archbishop of Glasgow, to help buy and pay for these. In October 1581, Mary planned with the Archbishop to make a declaration that her jewels (wherever they were now held) should be annexed and joined as to the crown jewels of Scotland. She noted that most of her jewels had been acquired during her time in France. This was drafted as part of a treaty known as the ""Association"", which was intended to restore Mary as joint ruler of Scotland with her son, James VI. A longer list of the queen's jewels was made at Chartley in 1586, and after her execution. There were two porcelain spoons, one silver, one gold, a bezoar stone set in silver, and a slice of unicorn horn set in gold with a gold chain..",149,"in 1581, Mary asked her ally to help buy and pay for gold jewellery. she noted that most of her jewels had been acquired during her time in France. this was drafted as part of a treaty known as the Association.",41
152,Web Scrape,"The Chartley inventory includes a jewel given to Mary by Elizabeth I, depicting the story of Pyramus and Thisbe with the mulberry trees where the legendary couple met. The piece was described in French; Un roc arbrisseaux d'or, enrichis de pierreries, répresentant l'histoire de PyramysA rock with golden shrubs, enriched with stones, representing the story of Pyramus. Described again in 1587 as a jewel in the form of rock, set with diamonds and rubies, in the keeping of Jane Kennedy, it was said to have been a gift from Elizabeth I eleven years before, brought to Mary by Robert Beale. Beale had visited Mary's keeper, the Earl of Shrewsbury, in September 1575, and related Elizabeth's pleasure at receiving a gift from Mary, probably an embroidered skirt.",126,"the piece was described in French; un roc arbrisseaux d'or, enrichis de pierreries, répresentant l'histoire de Pyramys. it was said to have been a gift from Elizabeth I eleven years before.",31
153,Web Scrape,"Henry VIII gave a comparable jewel to Princess Mary in July 1546, described as a ""broche of t'history of Piramys and Tysbye with a fayr table diamond in it"". The brooch was also set with four rubies. Mary I gave it to her sister, the Lady Elizabeth, on 21 September 1553. A jewel depicting Pyramus and Thisbe belonging to Claude of Valois, described in 1593, was made in the ""German manner"" and had a large round Scottish pearl as a pendant. The Walters Art Museum has an oval renaissance locket with enamelled figures of Thisbe and Pyramus by a fountain, set on leaves of agate. Mary had been contrasted with Thisbe by her enemies. A ballad printed and circulated in Edinburgh in 1567 after the death of Darnley compared her alleged lack of grief to Thisbe's, ""Hir lauchter lycht be lyke to trim Thysbie, Quhen Pyramus sho fand deid.",149,the brooch was also set with four rubies. the brooch was also set with four rubies.,16
154,Web Scrape,"In 1570 the Countess of Atholl, and her friends, known as the ""Witches of Atholl"", had commissioned a jewel which referred directly to the succession to the crown of England. The jewel was discovered in October 1570 in a package sent to Mary, and described by the English ambassador Thomas Randolph, Richard Bannatyne, and Alexander Hay. Hay wrote that its diameter was ""na mair nor a mannis hand"", just less than a hand's breadth, and it was ""well dekkit with gold and anamelit"". The shape of the piece was described, perhaps obscurely, as ""maid in the form of a heirse of a harthorne"". The jewel depicted a crowned queen in royal robes and the arms of Scotland, a thistle and a rose, with two lions. The motto was ""Fall what may fall, the lion shall be lord of all"". Thomas Randolph sent the Edinburgh merchant Archibald Stewart to the.",149,"the jewel was discovered in a package sent to Mary in 1570. it depicted a crowned queen in royal robes and the arms of Scotland. the motto was fall what may fall, the lion shall be lord of all.",39
155,Web Scrape,"In November 1574, a Spanish diplomat Antonio de Guarás described walking with Elizabeth at Richmond Palace. She asked if her ""Scottish prisoner"" had sent him a painted lion as a token of friendship. In March 1580, Mary wrote to the Countess of Atholl, and mentioned ""tokens"", a gift of a book and her ""picture"" sent to Lord Seton and others. Mary owned a jewel en rond in 1586 featuring a lion, apparently engraved on an amethyst. James Beaton, Archbishop of Glasgow resided in Paris and acted as Mary's ambassador. She frequently wrote to him to intervene in the management of her estates and to request purchases and commission of fabrics and jewellery. She wanted gold lockets with her portrait to send to her friends in Scotland. Mary wanted bracelets or a pendant, and asked for a gold belt and necklace as a present for the daughter of her chancellor.",149,a diplomat described walking with Elizabeth at Richmond Palace in 1574. she asked if her scottish prisoner had sent him a painted lion. she wrote to the Countess of Atholl and mentioned tokens.,33
156,Web Scrape,"These requests to the Archbishop of Glasgow can be associated with the rosary beads and cross with an image of Susanna and the Elders inscribed Angustiae Undique (Beset on all sides) worn at her waist, as depicted in her so-called Sheffield Portraits. The Archbishop sent Mary a watch in January 1576, and she wrote to thank him for its jolie devises. Although the watch does not survive, the devices or emblems were copied down. Six of the emblems also appear on the Oxburgh Hangings or were listed amongst her embroideries. The Duke of Norfolk, who entertained the idea of marrying the Scottish queen, had a gold tablet with her picture in 1570, and he sent her two diamond rings. An intercepted letter from Mary's supporters at Angers around this time mentioned a painter making pictures for Mary.",137,"the archbishop sent Mary a watch in 1576, and she wrote to thank him for its jolie devises. six of the emblems were listed among her embroideries.",27
157,Web Scrape,"In 1575, Mary requested portraits, ""peinctures"" from James Beaton, Archbishop of Glasgow, her ambassador in France. The four pictures were to be set in gold, intended to be distributed as keepsakes for her supporters in Scotland. Some historians have suggested these were her profile cut in cameo. Several examples exist, and one is said to have been Mary's gift to Thomas Howard, 4th Duke of Norfolk. It is also possible that the four ""peinctures"""" requested by Mary could have been miniatures painted on vellum. A surviving example now held by the Uffizi resembles the portrait on panel of Mary with a pearl-set bonnet held by the National Portrait Gallery, and the double portrait of Mary and Darnley at Hardwick Hall. This image has some similarities with an engraving of Mary included in the 1578 edition of John Lesley's De origine, moribus, et rebus gestis Scotorum.",145,surviving example resembles portrait on panel of Mary with pearl-set bonnet held by the National Portrait Gallery. the portrait was commissioned by the uffizi in 1575.,26
158,Web Scrape,"According to her secretary Claude Nau, Mary sat for her portrait at Sheffield in August 1577. She wanted to send it to the Archbishop of Glasgow, but the painter had not finished the work. The date does not easily match her known portraits, which derive from a work by Hilliard and the so-called ""Sheffield Portrait"". In the same month, Nau wrote twice to his brother in Paris, Jean Champhuon, sieur du Ruisseau, asking him to buy some jewellery and send it to him in a small sealed box (une petite boite fermee et cachetee); a pair of bracelets made in the latest fashion and a diamond or emerald shaped like a heart or triangle. At this time, lockets with miniature portraits were generally known as ""tablets"" in England and Scotland. James VI and I wrote a poem addressed to his mistress Anne Murray, describing a gold tablet, its enamel.",149,Claude Nau wanted to send her portrait to the archbishop of Glasgow. the date does not easily match her known portraits.,21
159,Web Scrape,"A sapphire ring in the possession of the Duke of Hamilton is thought to have been sent by Mary to Lord John Hamilton. Mary sometimes sent rings with letters to her supporters. A ring reached Janet Scott at Ferniehirst Castle in October 1583 with Mary's letter. She received the letter from her son, and hoped to speak with the bearer of the letter who would have personal news from Mary. While she was at Chatsworth in September 1578, Mary wrote to the Archbishop of Glasgow again, sending a ""device"", a description of the concept and theme for a jewel she wanted to be made in gold and enamel as a gift for her son, James VI. Perhaps around the year 1584, Robert Beale brought Mary a jewel, fashioned like a rock with pearls and rubies. He was involved in negotiations about Mary's ""Association"". The jewel was presumably a gift.",149,ring thought to have been sent by Mary to the Duke of Hamilton. ring reached Janet Scott at Ferniehirst Castle in 1583. she sent a description of the concept and theme for a jewel she wanted to be made in gold and enamel.,43
160,Web Scrape,"The surviving ""Lennox Jewel"" now in the Royal Collection and displayed at Holyrood Palace is a propaganda jewel of this type, thought to have been commissioned by Mary's mother-in-law Margaret Douglas, Countess of Lennox. Its main inscriptions are Quha hopis stil constantly vith patience sal obteain victorie in yair pretence, meaning that the patient and constant will be victorious in their claims, and My stait to yir I may compaeer for zou quha is of bontes rair, my state to these I may compare, for you whore are of rare goodness. The interior inscription is Quat we resesolv deathe sal dessolve, ""What we resolve, death shall dissolve."" It also contains the monogram MSL for Matthew Stewart Lennox and/or Margaret Stewart Lennox.",121,the surviving Lennox jewel is in the royal collection. it is thought to have been commissioned by Mary is mother-in-law. it contains the monogram MSL for Matthew Stewart Lennox and/or Margaret Stewart Lennox.,33
161,Web Scrape,"The Lennox jewel has sometimes been attributed to prominent Edinburgh goldsmiths including Mungo Brady, Michael Gilbert, George Heriot and James Gray because the mottoes are in Scots, although no evidence has yet been found that it, or the Countess of Atholl's jewel, were made in Scotland. Recent researchers propose that Margaret Douglas commissioned the jewel from a London maker. The exact moment for the which the Lennox Jewel was made remains unclear. It has been suggested that it was made as a gift for Mary, Queen of Scots, before her marriage to Lord Darnley around 1564. An alternative view relates the motifs and emblems to James VI and Regent Lennox, and the king of Scots' claim to the English throne. Perhaps, because Margaret Douglas did not use Scots in her own writings, the piece was meant as a gift for James.",141,the lennox jewel was made in a London maker. it was made as a gift for the queen of Scots before her marriage to Lord darnley.,26
162,Web Scrape,"Some jewels were made to denigrate Mary's cause. The Spanish ambassador in London, Guerau de Espés, reported that the Earl of Leicester gave Queen Elizabeth as a New Year's Day gift in 1571 a jewel with a miniature painting or enamelled scene showing her enthroned with Mary in chains at her feet, while Spain, France and Neptune bowed to her. For Espés, the subservience of Neptune in this device was typical of English boasting and bravado and was a warning for caution and the need to take advantage of opportunity and artifice for the preservation of Spanish power. Mary owned two holy thorns, relics of the crown of thorns, a gift from her father-in-law, Henri II. The thorns had been bought in 1238 by Louis IX in Constantinople. Mary is said to have given the two thorns to Thomas Percy, 7th Earl of Northumberland. One now belongs to Stonyhurst.",149,the Earl of Leicester gave queen Elizabeth as a gift in 1571. the jewel was a miniature painting or enamelled scene showing her enthroned with Mary in chains at her feet. the thorns had been bought in 1238 by Louis IX in Constantinople.,43
163,Web Scrape,"Mary sent other gifts to the Earl of Northumberland according to the confession of his servant Hameling in 1570, including an enamelled gold ring, a diamond ring, and for the Countess of Northumberland a pair of perfumed gold paternoster beads which the Pope had given to Mary and an enamelled silver necklace, the latter item delivered by Francis More. The Earl sent Mary a jewel that had been a gift to his wife from a Spanish courtier in the time of Mary I of England and a diamond ring from the Countess, and Mary swore she would always wear it. In 1566, an English spy, Christopher Rokeby visited Mary at Edinburgh Castle shortly before the birth of James VI. Mary's secretary, Claude Nau, wrote that ""Ruxby"" gave her an ivory locket depicting the crucifixion. Mary's 1586 Chartley inventory mentions a gold cross that she habitually wore, and another engraved.",149,"the Countess of Northumberland gave Mary gifts to the Earl of northumberland. the gifts included an enamelled gold ring, a diamond ring, and an enamelled silver necklace. the Countess of northumberland gave Mary a jewel from a spanish courtier.",39
164,Web Scrape,"A gold and enamelled crucifix is said to have been Mary's gift to John Feckenham, Abbot of Westminster, and contain a relic of the True Cross. A much less elaborate silver crucifix found at Craigmillar Castle before 1815 is said to have hers. A sixteenth-century locket with a cameo vignette of the crucifixion and on the other side, the Assumption of Mary, is said have been her gift to Thomas Andrews, Sheriff of Northampton, shortly before her execution at Fotheringhay Castle. Abbot Feckenham's cross and the gold rosary beads with a crucifix said to be those worn at her execution are part of the collection at Arundel Castle, and were stolen with other items on 21 May 2021. Another rosary of garnet beads, with a silver gilt crucifix and medallion of the Virgin Mary, thought to have belonged to Mary, held by the Royal Collections Trust since 1980, is.",149,"crucifix is said to have been Mary is gift to John Feckenham, abbot. crucifix was found at Craigmillar Castle before 1815. crucifix is said to contain a relic of the True Cross.",32
165,Web Scrape,"According to Pierre de Bourdeille, seigneur de Brantôme, the gold cross at Fotheringhay contained a fragment of the True Cross with an image of Jesus. She passed it to one her ladies but the excutioner took it. The gentlewoman offered three times its value to recover it. Other accounts of the execution mention beads hanging at her girdle and an ivory crucifix in her hands. A full-length portrait of Mary now in the Scottish Portrait Gallery shows her wearing a crucifix, and a rosary of black beads and gold beads suspended from a cross-shaped jewel. The centre of this cross has a roundel depicting the story of Susanna and the elders, with the inscription angustiae undique – trouble is all around. Margaret Tudor and Mary I of England also owned jewellery depicting Susanna, a narrative championing innocence over conspiracy.",139,the gold cross at Fotheringhay contained a fragment of the True Cross. it contained an image of Jesus and a crucifix in her hands. the gentlewoman offered three times its value to recover it.,34
166,Web Scrape,"A cross and rosary of gold filigree work, with 110 small beads and ten larger beads or ""decades"", was illustrated in William Bell Scott's 1851 Antiquarian Gleanings in the North of England, with a suggested provenance from Mary and the Melville family. The rosary then belonged to George Mennell of Picton House, Newcastle. James VI was able to wear the jewelled gold buttons that had belonged to his mother, and adapt the gold settings from her necklaces to adorn his bonnets. In October 1579 he became an adult ruler and left Stirling Castle. He ordered workmen to carry the coffer with his mother's jewels from Edinburgh Castle to Holyroodhouse. In January 1581, Mary sent him a ring, and he sent another in return, entreating her in French ""to receive from me in as good heart (dans sy bon cueur) as I took yours"". James sent a ring to Elizabeth.",149,rosary of gold filigree work was illustrated in 1851 antiquarian Gleanings. he was able to wear jewelled gold buttons from his mother is necklaces. he was able to adapt the gold settings from her necklaces to adorn his bonnets.,39
167,Web Scrape,"He gave several of his mother's jewels to his favourite Esmé Stewart in October 1581, including the ""Great H"" and a gold cross set with seven diamonds and two rubies. In September 1584 a German travel writer Lupold von Wedel saw James, who was staying at Ruthven Castle, wearing this cross on his hat ribbon in St John's Kirk in Perth. In October the valet John Gibb returned the cross to the Master of Gray, the newly appointed Master of the Royal Wardrobe. It was probably the same diamond and ruby cross that his grandmother, Mary of Guise, had pawned to John Home of Blackadder for £1000 when she was Regent of Scotland, and Mary, Queen of Scots had redeemed. Probably the same gold cross, with seven diamonds and two rubies, was pawned by Anne of Denmark to George Heriot in May 1609. At this time, the king's hats.",149,a gold cross set with seven diamonds and two rubies was pawned by his grandmother. it was probably the same cross that his grandmother had pawned to.,27
168,Web Scrape,"On 24 April 1584 James VI obtained a loan of 6,000 merks from the burgh council Edinburgh, ""for the supply of our present necessity"". As security, his wardrobe servant John Gibb delivered a jewel called a tablet, set with a great emerald and a diamond to the Provost of Edinburgh, Alexander Clark of Balbirnie. In October 1589 the next Provost John Arnot gave the jewel back to the king as a gift on his marriage. It was delivered by Clark's son-in-law John Provand to William Fairlie, who commissioned the goldsmith David Gilbert to refashion and upgrade it, and the refashioned jewel, with pendant pearls, was presented in a velvet case decorated with the letter ""A"" to Anne of Denmark as the town's gift during her Entry to Edinburgh in May 1590.",131,"burgh council loaned 6,000 merks to the king of Edinburgh. the next king gave the jewel back to the king as a gift on his marriage. the refashioned jewel was presented in a velvet case decorated with the letter A to Anne of Denmark.",44
169,Web Scrape,"When Francis Walsingham came as a diplomat to Scotland in 1583, and James VI gave him a ring, James Stewart, Earl of Arran had substituted an inexpensive crystal for the diamond. The Earl of Arran and Elizabeth Stewart, Countess of Arran, directed the Master of Gray to dress the king in his exiled mother's jewels. They had one of the queen's head garnishings of diamonds, pearls, and rubies broken up to embroider a cloak for the young king, during the visit of the English ambassador Edward Wotton in May 1585. Later, some of the gold settings were put on a bonnet string. The Master of Gray signed a receipt for these jewels in February 1586. He had also received small diamonds from another pair of Mary's garnishings from the Countess of Arran, who had set up her chamber in the ""balling house"" of Holyrood Palace.",145,the master of Gray ordered the king to dress the king in his exiled mother is jewels. the king had one of the queen is head garnishings broken up to embroider a cloak. the master of Gray signed a receipt for these jewels in 1586.,45
170,Web Scrape,"The English diplomat William Davison reported that the Countess of Arran had new keys made for the coffers containing Mary's jewels and clothes, while Robert Melville still kept the old keys. She was said to have tried on many of the old queen's garments to see if they fitted her, and chosen what she likes. According to the English ambassador William Knollys, the Countess of Arran was imprisoned at Blackness Castle in November 1585 for giving her husband jewels worth 20,000 crowns from Edinburgh Castle when he tried to leave the country. Arran embarked on Robert Jameson's boat carrying royal jewellery including ""Kingis Eitche"", the Great H of Scotland. He was forced to give his treasure up to William Stewart of Caverston aboard ship in the coastal water known as the Fairlie Road. Arran returned all the jewels in January 1586.",141,the Countess of arran was imprisoned in 1585 for giving her husband jewels. she was said to have tried on many of the old queen is clothes. the Countess of arran was forced to give his treasure up to William Stewart aboard ship.,43
171,Web Scrape,"James VI gave some jewels to the goldsmith and financier Thomas Foulis to sell in England in the 1590s. On 3 February 1603 King James gave James Sempill of Beltries, a son of Mary Livingston, a jewel which had belonged to Mary as a reward for his good service and faithful conduct in diplomatic negotiations in England. The jewel was a carcatt (a necklace chain) with a diamond in one piece and a ruby in another, with a tablet (a locket) set with a carbuncle of a diamond and ruby, set around with diamonds. In 1604 King James had the ""Great H"" dismantled and the large diamond was used in the new ""Mirror of Great Britain"" which James wore as a hat badge.",123,the jewel was a carcatt with a diamond in one piece and a ruby in another. the large diamond was used in the new Mirror of Great Britain.,28
172,Web Scrape,"A necklace from the collection of the Earls of Eglinton is traditionally believed to have been Mary's gift to Mary Seton. The piece includes ""S-shaped snakes in translucent dark-green enamel"". It was divided into two in the 17th-century, one part is displayed at the National Museum of Scotland and the other, held by the Royal Collection, at Holyrood Palace. These may have been pieces of a longer chain or cotiere. The necklace and a painting once attributed to Hans Holbein were said to have come into the Eglinton family from the Setons in 1611, when Alexander Seton of Foulstruther, a son of Robert Seton, Earl of Winton and Margaret Montgomerie, became Earl of Eglinton. He changed his surname to Montgomerie, and married Anne Livingstone, the childhood companion of Elizabeth of Bohemia and favourite of Anne of Denmark.",137,"necklace from the collection of the Earls of Eglinton is believed to have been Mary is gift to Mary Seton. it includes S-shaped snakes in translucent dark-green enamel it was divided into two in the 17th-century, one part is displayed at the national museum of Scotland.",46
173,Web Scrape,"Mary's biographer Agnes Strickland visited Eglinton Castle in 1847 and Theresa, Lady Eglinton lent her the necklace. Strickland's assistant Emily Norton made a drawing of it. In 1894 George Montgomerie, 15th Earl of Eglinton rediscovered the necklace in the muniment room at Eglinton. He sold it by auction, for the benefit of his sisters, according to his father's will. By this time the jewel had long been divided into at least two pieces, another chain with green serpents was at Duns Castle in the possession of the Hay family. This section of the necklace came to the Hay family when Elizabeth Seton married William Hay of Drumelzier in 1694. The moiety from Eglinton was presented by Lilias Countess Bathurst to Queen Mary in 1935.",124,the necklace was rediscovered in 1847 by the 15th Earl of Eglinton. it was sold by auction for the benefit of his sisters.,23
174,Web Scrape,"Mary, Queen of Scots and Lord Darnley played games like bowls and wagered high stakes, and in April 1565 when Mary Beaton won at Stirling Castle, Darnley gave her a ring and a brooch set with two agates worth fifty crowns. A similar story is told of the Seton necklace, that the queen gave it to Mary Seton after she won a round of golf at Seton Palace. Mary certainly played golf at Seton, and in 1568 her accusers said she had played ""pall-mall and golf"" as usual at Seton in the days after Darnley's death. Mary Seton's golf connection was publicised around the time of the auction in Golf Magazine (March 1894), followed up by Robert Seton's 1901 Golf Illustrated article, 'Archery and Golf in Queen Mary's Time'.",129,the queen gave her ring and brooch set to Mary Seton in 1565. the pair played golf at Seton palace in the days after her death.,26
175,Web Scrape,"The Penicuik jewels were heirlooms in the family of John Clerk of Penicuik. They consist of a necklace, locket and pendant. The necklace has 14 large filigree open-work ""paternoster"" beads which could be filled with perfumed musk. The locket has tiny portraits of woman and a man, traditionally identified as Mary and James VI. The gold pendant set with pearls may have been worn with the locket. The Penicuik jewels are displayed at the National Museum of Scotland. These pieces are traditionally believed to have belonged to Gilles or Gillis Mowbray of Barnbougle, who served Mary, Queen of Scots in England and was briefly betrothed to her apothecary, Pierre Madard. Gillis Mowbray made her own way to London in September 1585 and made a request to join Mary's household. Her sister Barbara Mowbray was already in the queen's household at Tutbury Castle and betrothed to marry the queen's secretary.",149,"the penicuik jewels were heirlooms in the family of John Clerk of Penicuik. they consist of a necklace, locket and pendant. the necklace has 14 large filigree open-work paternoster beads.",30
176,Web Scrape,"Mary is known to have bought cloths and jewels for her household women. In September 1583 she wrote from Worksop Manor to Bess Pierpont mentioning that she had prepared a new black gown for her and had ordered her a ""garniture"" from London. Mary bequeathed Gillis Mowbray jewels, money, and clothes, including a pair of gold bracelets, a crystal jewel set in gold, and a red enamelled ""oxe"" of gold. She kept Mary's virginals, a kind of harpsichord, and her cittern. It is possible that the bracelets comprised filigree beads which were converted into the Penicuik jewels necklace, although Mary's inventories do include a little ""carcan"" necklace with small gold beads for perfume and with little gold grains as entredeux. In August 1577, Mary's French secretary Claude Nau wrote to his brother in Paris, Jean Champhuon, sieur du Ruisseau, asking him to buy a pair of bracelets made in.",149,"in 1583, she wrote from Worksop Manor to bess Pierpont. she had ordered a new black gown for her and kept her virginals. it is possible that the bracelets comprised filigree beads.",32
177,Web Scrape,"The fundraiser and purchase of the Penicuik jewels by the museum and their history were described in 1923 by Walter Seton. He explains the descent of the jewels in the Clerk family. Gillis Mowbray married Sir John Smith of Barnton. Their daughter, Gillis Smith married Sir William Gray of Pittendrum, and their daughter Mary Gray married the successful merchant John Clerk, who bought the Penicuik estate in 1646. Gillis Mowbray's son John Smith of Grothill and Kings Cramond was Provost of Edinburgh. When William Kirkcaldy of Grange was about to be executed, Gillis Mowbray's father, the Laird of Barnbougle, who was now Kirkcaldy's brother-in-law, wrote to Regent Morton to plead for his life, offering money, service, and royal jewels worth £20,000 Scots. In 1603 Gillis' half-brother Francis Mowbray fell to his death from Edinburgh Castle.",135,the penicuik jewels were auctioned by the museum in 1923. the auction was described in 1923 by Walter Seton.,19
178,Web Scrape,"Most of the inventories and papers listing the jewels are held by the National Records of Scotland. They were written in French or in Scots. Some were published by Thomas Thomson in 1815, and others by Joseph Robertson in 1863. A 1906 work by Andrew Lang attempted to link jewelry and costume depicted in alleged portraits of Mary, Queen of Scots with the inventory descriptions. Original documents include: 1989–2006 2007–present On September 21, 2014, a series of bombings occurred in Luntai County in Xinjiang, China. Authorities initially stated that two people were killed in the violence, but revised the figures upwards to 50 dead. Chinese state media reported what was described as an ""organized and serious"" terror attack occurring on 21 September. The violence took place at two police stations, as well as a shop and a produce market in the county. Initial reports put the death toll at.",149,the inventories and papers listing the jewels are held by the National Records of Scotland. they were written in French or in Scots. some were published by Thomas Thomson in 1815.,31
