id,source,original_text,original_word_count,summary,summary_word_count
1398,Web Scrape,"Alf, Garfield, Alvin, Simon, and Theodore identify the thief: Michael, Corey's older brother, who has a box of marijuana hidden under his bed. Meanwhile, Corey expresses her concerns about Michael's change in behavior since they used to have a close sibling relationship, which he angrily denies, causing him to storm out of the house. The cartoon characters set off to take action regarding Michael's addiction, leaving Pooh behind to look after Corey. At an arcade, Michael smokes marijuana with his friends and ""Smoke"", a villainous anthropomorphic cloud of smoke personifying temptation, who tries to convince him to take harder drugs. They are chased into an alley by Bugs Bunny disguised as a police officer. He traps Smoke in a garbage can and takes Michael back in time using a time machine borrowed from the absent Wile E. Coyote. It is shown that Michael's addiction started through peer pressure from.",149,"thief: Corey is older brother, who has marijuana hidden under his bed. Corey expresses concerns about his behavior since they had close sibling relationship. he angrily denies the thief, causing him to storm out of the house.",37
1399,Web Scrape,"Michael wakes up in his room, believing his interactions with the cartoons to be a nightmare. Corey tries talking to him, but he snaps and shoves her against his bedroom wall, frightening her. Smoke approves of the regretful Michael's actions. Michael then looks at himself in a small mirror, and Alf pulls him into a hall of mirrors, where he shows Michael his current reflection, then an aged, sickly version of himself severely affected by drugs. When Michael insists that he can easily quit and is in control of his actions, Alf reveals that Smoke is actually in charge. Back in Michael's room, Smoke traps Pooh in a cabinet and tempts Corey to try Michael's marijuana for herself. She considers that it could mend her relationship with Michael.",128,"Corey tries talking to him, but he snaps and shoves her against his bedroom wall. he shows Michael his current reflection, then an aged, sickly version of himself severely affected by drugs. when he insists he can easily quit, Alf reveals that Smoke is actually in charge.",47
1400,Web Scrape,"The carnival in Michael's mind leads him to Daffy Duck, who reads his future in a crystal ball and sees an almost skeletal Michael on his deathbed. After one last warning from the cartoons, an ashamed Michael stops Corey from using the drugs just in time. When he apologizes and expresses concern over whether he can change, she advises him to seek help from their family. Smoke tries to persuade him otherwise, but Michael throws him out a window into a garbage truck, and Smoke vows revenge. All the cartoon characters appear on a poster on Michael's wall, and they agree to be prepared for if and when Smoke returns. Michael releases Pooh from the cabinet, who jumps into the poster with the others before the siblings go downstairs to talk to their parents.",134,"Corey tries to persuade him otherwise, but he throws him out a window into a garbage truck. the cartoon characters appear on a poster on Michael is wall. they agree to be prepared for if and when Smoke returns.",39
1401,Web Scrape,"The characters, from 10 different franchises, are (in order of appearance): The various character owners licensed them freely due to the public service aspect of the special. The special marked the first time the characters Bugs Bunny and Daffy Duck were voiced by someone other than Mel Blanc, who had died shortly before the production, prompting Warner Bros. to enlist Jeff Bergman in his place. In the United States, all superstations and a handful of independent stations (mainly in selected cities) aired the special, but some stations aired the special at a different period during the week the special aired on the Big Four stations and a number of cable networks. Superstations WPIX in New York City, WGN-TV in Chicago, KTLA in Los Angeles, KTVT in Dallas, WOIO-TV in Cleveland, WKBD-TV in Detroit, KHTV in Houston, WVTV in Milwaukee, KSTW in Tacoma/Seattle, KSHB-TV in Kansas City, and KWGN in.",149,"the special marked the first time the characters were voiced by someone other than Mel Blanc. in the united states, all superstations and a handful of independent stations aired the special. some stations aired the special at a different period during the week.",43
1402,Web Scrape,"The special was screened in Australia on November 9, 1990. Like the U.S. broadcast, it aired at 4.30 p.m. simultaneously on Australia's major commercial networks (Seven Network, Nine Network, and Network Ten). Prime Minister Bob Hawke introduced the Australian screening. It was screened in New Zealand in December on both TV One and Channel 2 simultaneously. Prime Minister Jim Bolger introduced it instead of the U.S. president. It was screened in Canada on the CBC, CTV, Global and most English and French independent stations, as well as YTV shortly after its original U.S. broadcast, although all of the characters had their respective shows aired on either CTV or Global but not CBC. Canadian Prime Minister Brian Mulroney introduced it. The special was broadcast in Mexico as offered by major outlet Televisa on both major and independent stations (including Las Estrellas and Canal 5), on the same day as the.",149,"the special was screened in australia on November 9, 1990. it was aired at 4.30 p.m. simultaneously on australia is major commercial networks. it was screened in new Zealand in December on both television one and channel 2 simultaneously.",39
1403,Web Scrape,"The special was also screened in various countries across Europe. Italy premiered the special at 4:30 p.m. on December 29, 1990, with Prime Minister Giulio Andreotti and Italian journalist Sergio Zavoli introduced the screening in an interview on major networks Rai 1, Rai 2, and Italia 1. The special did received a non-televised screening two days prior at the Palazzo Chigi in Rome, with introductions by Rosa Russo Iervolino, the then-Minister for Social Affairs, Gianni Pasquarelli, the then-director general of RAI, and then-vice-president of Fininvest Gianni Letta. The Italian version was edited by RoyFilm with Italian dubbing by Fono Roma. Germany premiered the special that same month on most of its major networks (ARD, ZDF, NDR, SDR, and Sat.1) with introduction by German politician Annemarie Renger, and the special re-aired again on December 7, 1991 with introduction by Vice Chancellor Hans-Dietrich Genscher. Shortly after its German release, a VHS.",149,the special was screened in various countries across the u.s. in 1990. it was screened in various countries across the world.,21
1404,Web Scrape,"Some modern critics have considered the production a time capsule of animation history during the US war on drugs, and have ridiculed it as ""propaganda"" and ""preachy"". The Smurfs creator Peyo was upset with Hanna-Barbera's usage of his characters in the special without his permission, and refused any further collaborations with them. In 2015, Jim Cummings told Justin Caffier of Vice that he enjoyed the recording sessions, but requested Winnie the Pooh's lines in which he talked about drugs to be rewritten, stating, ""He's an innocent. It makes no sense for him to even know those words."" Cinema Crazed also suggested that the people involved with assembling the special's ""team,"" and also people who promoted the special like school teachers, were also got off guard by the rising influence of more mischievous cartoon character Bart Simpson- who was not among the cartoon characters featured in Cartoon All-Stars to the.",149,critics have ridiculed the production as propaganda and preachy the creator refused any further collaborations with the special.,18
1405,Web Scrape,"Darlington is a city in and the county seat of Lafayette County, Wisconsin, United States. The population was 2,462 at the 2020 census. The city is surrounded by the Town of Darlington. The first residence within the city limits of Darlington was a log house owned by Jamison Hamilton in 1836. He laid out the village of Avon, or Centre, in 1847. Darlington was first organized in 1849, but was known for a long time as the town of Centre. The first town meeting was held on April 3, 1849, with 82 votes being cast. The first store was built in 1848. Two more were started in 1851, a millinery shop run by Miss Graham and a store run by Mr. Driver. The first hardware store was opened in 1852 by the Willett Brothers, and the first drug store was opened by J. Collins and Dr. Blair, who was.",149,"the city is surrounded by the Town of Darlington. the first residence within the city limits of the city was a log house owned by jamison Hamilton in 1836. the first town meeting was held on April 3, 1849, with 82 votes being cast.",44
1406,Web Scrape,"In 1857, the county seat was moved from Shullsburg to Darlington, and the courthouse was built using county funds (Other reports assert this county court house is the only one in Wisconsin, paid for with a charitable gift. The donor has been described as a successful mineral miner in the county.). The courthouse was also moved to Darlington in 1861, and in 1869 the town of Centre became known as Darlington. The name was changed because Joshua Darling purchased the land in 1850 with the help of J.M. Keep and J.B. Lynde. The survey of the original streets and blocks of the community took place in June 1850 by Josiah Richardson and H. H. Gray, assisted by an Indian named January.",121,the county seat was moved from Shullsburg to Darlington in 1857. the courthouse was built using county funds. the donor has been described as a successful mineral miner in the county.,31
1407,Web Scrape,"The streets of the town were named after the wives of the planners and prominent men of the town, such as Minerva, Mary, Harriet, Lucy, Louisa, and Cornelia. ""Minerva was the wife of James G. Knight, the first president of the village, and Mary was the wife of Josepheus Driver, one of the first businessmen of Darlington. Harriet was the wife of Hamilton Gray, and Lucy was the wife of William K. Jackman. Louisa was the wife of Isaah Stockwell, and Cornelia was the wife of James M. Keep, one of the original founders of the community."" He also aided Joshua Darling in the purchase of the land. Alfred T. Ringling established himself in Darlington, Wisconsin at the age of 20, working as a harness maker in his own shop. He gave little shows for the students in schools and citizens of Darlington and the surrounding towns, with an.",149,the streets of the town named after the wives of planners and prominent men. the town was named after the wives of the planners and prominent men. the town was named after the wives of the planners and prominent men.,40
1408,Web Scrape,"The Parson Brothers, Joe and Alfred E. ""Butch"" Parson, from Darlington were also interested in the circus. Joe Parson, the older of the two, worked in a lumber camp in the winter months in the 1870s. It was said that he bought a bison that he saw grazing in a field one spring when he was returning from the lumber camp. He made a deal with the farmer that owned it, and Joe gave the farmer his horse in exchange for the bison. Joe started showing his bison at carnivals and festivals, and he purchased a few more animals to form a show he called ""The Great Palace Show"". Alfred Ringling, or Al, worked in the Parson Brother's show as a ropewalker in 1881 and most likely 1882. He also worked in Parson's ""Great Grecian Show"" in 1883.",138,the brothers worked in a lumber camp in the winter months in the 1870s. he bought a bison that he saw grazing in a field one spring. he bought the bison and gave the farmer his horse in exchange for the bison.,42
1409,Web Scrape,"When the Ringling Brothers (Alfred T., John, Charles, and Otto) were planning their own circus, they invited the Parson Brothers to join them in 1884. The Ringlings had their own band, with Al playing the bass drum, John the cornet, and Charles and Otto the trombone and tuba. John was the leader of their band. The Parsons joined the Ringlings in 1887. Joe Parson did horseback-riding stunts and also performed on the high wire. Butch Parson ran the concession wagon, selling items such as pink lemonade, peanuts, popcorn, Cracker Jacks, cigars, and paper fans. Butch managed the stand and paid a monthly sum to the Ringlings, hired his own help. The Ringlings stored and took care of his concession wagon for him.",122,"the Parsons joined the Ringlings in 1887. butch Parson ran the concession wagon selling items such as peanuts, popcorn, cracker Jacks, cigars, and paper fans.",25
1410,Web Scrape,"Both sets of brothers worked well with each other for a time until the Ringling Brothers felt that the Parson Brothers were making more than them with the concession wagon. In 1906, the Parsons cleared around $30,000, for a 44% profit. The Ringlings wanted to run the concessions by themselves so they could clear more of a profit. Through a series of letters, Otto Ringling tried to sever the ties to the Parsons in December 1907. At first, the letters were formal, requesting that the Parsons allow the Ringlings to run the stand. By November 1908, Otto Ringling wrote to Butch Parson completely ending the relationship between the two families. In the letter, he said that the Ringlings could no longer store the concession wagon because of lack of space. Although their relationship with the Ringlings ended, the Parsons had become very wealthy from the concession wagon.",147,"the Parsons cleared $30,000 in 1906 for a 44% profit. the brothers wanted to run the concessions by themselves.",19
1411,Web Scrape,"According to the United States Census Bureau, the city has a total area of 1.34 square miles (3.47 km2), all land. According to the Köppen Climate Classification system, Darlington has a warm-summer humid continental climate, abbreviated ""Dfb"" on climate maps. The hottest temperature recorded in Darlington was 107 °F (41.7 °C) on July 13–14, 1936, while the coldest temperature recorded was −41 °F (−40.6 °C) on January 30, 1951. As of the census of 2020, the population was 2,462. The population density was 1,494.8 inhabitants per square mile (577.1/km2). There were 1,066 housing units at an average density of 647.2 per square mile (249.9/km2). The racial makeup of the city was 75.1% White, 0.5% Asian, 0.4% Native American, 0.4% Black or African American, 15.6% from other races, and 7.9% from two or more races. Ethnically, the population was 23.7% Hispanic or Latino of any race.",145,"the city has a total area of 1.34 square miles , all land. the city has a warm-summer humid continental climate. the coldest temperature recorded in the city was 41 °F on January 30, 1951.",35
1412,Web Scrape,"As of the census of 2010, there were 2,451 people, 994 households, and 623 families residing in the city. The population density was 1,829.1 inhabitants per square mile (706.2/km2). There were 1,082 housing units at an average density of 807.5 per square mile (311.8/km2). The racial makeup of the city was 89.5% White, 0.3% African American, 0.5% Native American, 0.2% Asian, 8.5% from other races, and 0.9% from two or more races. Hispanic or Latino of any race were 12.1% of the population. There were 994 households, of which 30.9% had children under the age of 18 living with them, 45.9% were married couples living together, 11.5% had a female householder with no husband present, 5.3% had a male householder with no wife present, and 37.3% were non-families. 31.5% of all households were made up of individuals, and 15.6% had someone living alone who was 65 years of age.",149,"the population density was 1,829.1 inhabitants per square mile there were 1,082 housing units at an average density of 807.5 per square mile . the racial makeup of the city was 89.5% white, 0.3% african american, 0.5% Native American, 0.2% Asian, 8.5% from other races.",45
1413,Web Scrape,"The median age in the city was 38.7 years. 23.5% of residents were under the age of 18; 10.6% were between the ages of 18 and 24; 23.1% were from 25 to 44; 24.4% were from 45 to 64; and 18.4% were 65 years of age or older. The gender makeup of the city was 50.1% male and 49.9% female. As of the census of 2000, there were 2,418 people, 985 households, and 639 families residing in the city. The population density was 1,852.8 people per square mile (712.7/km2). There were 1,052 housing units at an average density of 806.1 per square mile (310.1/km2). The racial makeup of the city was 99.13% White, 0.04% Black or African American, 0.04% Native American, 0.08% Asian, 0.17% Pacific Islander, 0.25% from other races, and 0.29% from two or more races. 1.12% of the population were Hispanic or Latino of any race.",148,median age in the city was 38.7 years. 23.5% of residents were under the age of 18; 10.6% were between the ages of 18 and 24; 23.1% were between the ages of 18 and 24; 23.1% were between the ages of 25 to 44; 24.4% were from 45 to 64; and 18.4% were 65 years of age or older.,59
1414,Web Scrape,"There were 985 households, out of which 31.4% had children under the age of 18 living with them, 51.6% were married couples living together, 11.1% had a female householder with no husband present, and 35.1% were non-families. 32.1% of all households were made up of individuals, and 18.8% had someone living alone who was 65 years of age or older. The average household size was 2.35 and the average family size was 2.96. In the city, the population was spread out, with 25.4% under the age of 18, 7.5% from 18 to 24, 24.8% from 25 to 44, 20.1% from 45 to 64, and 22.2% who were 65 years of age or older. The median age was 40 years. For every 100 females, there were 86.9 males. For every 100 females age 18 and over, there were 82.5 males.",139,"985 households were made up of individuals, and 18.8% had someone living alone who was 65 years of age or older. the average household size was 2.35 and the average family size was 2.96.",34
1415,Web Scrape,"The median income for a household in the city was $34,539, and the median income for a family was $44,048. Males had a median income of $30,238 versus $22,033 for females. The per capita income for the city was $17,403. About 5.9% of families and 9.9% of the population were below the poverty line, including 16.8% of those under age 18 and 10.5% of those age 65 or over. As a rural county seat, Darlington's economy is dominated by local government and farm service and food manufacturing related to the Wisconsin dairy industry. Major employers in the city include Lafayette County government, a Sigma Alimentos Mexican cheese and cream plant, and Wisconsin Whey Protein. Employment in the dairy industry has attracted a growing number of Hispanic and Latino immigrants to Darlington since the year 2000.",135,"median income for a household in the city was $34,539. median income for a family was $44,048. females had a median income of $30,238 versus $22,033 for females.",28
1416,Web Scrape,"Darlington is served by the Darlington Community Schools district. Darlington High School contains grades 9 through 12. In 2020-2021 there were 245 students with about 21 full-time teachers, and a student-teacher ratio of about 11.6 students per teacher. The school mascot is the Redbird. Darlington Elementary-Middle School serves children in pre-kindergarten through 8th grade. In 2020–2021, there were 680 students with a student-teacher ratio of 14.3 students to every teacher. Darlington's Main Street Historic District is listed on the National Register of Historic Places. Darlington calls itself the ""Pearl of the Pecatonica"" because the Pecatonica River flows through the town, and people used to harvest the clams out of the river to make pearl button blanks. The Pecatonica River Trails Park is a city-maintained campground with 24 sites of river-front camping. There is also a paved walking/biking trail that follows the River through town. Many people also canoe and.",149,Darlington High School contains grades 9 through 12. in 2020-2021 there were 245 students with about 21 full-time teachers. in 2020-2021 there were 680 students with a student-teacher ratio of 14.3 students to every teacher.,35
1417,Web Scrape,"Darlington is near Yellowstone Lake State Park, where there is swimming, camping, fishing, and boating. The Darlington Golf & Country Club has a nine-hole golf course. The Cheese Country Recreational Trail, which is over 50 miles long, can be used by ATV riders. It passes through Monroe Belmont, and Mineral Point. During the summer, there are Friday night stock car races, and a county fair. A Cinco de Mayo celebration is held near the river in May. Darlington hosts the annual Canoe Fest in June, where there are canoe races, live music, a carnival, and a parade. The Lafayette County Fair is in July and has displays of livestock, a midway, a carnival, and a concert. Pecatonica Valley Antique Days are held in September, and the Holiday Open Houses are in November. There is an annual Holiday Parade the first Saturday in December.",143,"the cheese Country Recreational Trail is over 50 miles long. it passes through Monroe Belmont, and Mineral Point.",18
1418,Web Scrape,"The 37th G8 summit was held on 26–27 May 2011 in Deauville, France. Previous G8 summits have been hosted by France in locations which include Rambouillet (1975); Versailles (1982); Grande Arche, Paris (1989); Lyon (1996); and Évian-les-Bains (2003). The Group of Six (G6) was an unofficial forum which brought together the heads of the richest industrialized countries: France, Germany, Italy, Japan, the United Kingdom, and the United States starting in 1976. The Group of Seven (G7), meeting for the first time in 1979, was formed with the addition of Canada. Hence, The Group of Eight (G8), meeting for the first time in 1997, was formed with the addition of Russia. In addition, the President of the European Commission has been formally included in summits since 1981. The summits were not meant to be linked formally with wider international institutions; and in fact, a mild rebellion against the stiff formality.",149,"the 37th G8 summit was held on 26–27 May 2011 in deauville, France. previous summits have been hosted by France in locations including Rambouillet ; Versailles ; Grande Arche, Paris ; and Évian-les-Bains .",34
1419,Web Scrape,"The G8 summits have inspired widespread debates, protests and demonstrations; and the two- or three-day event becomes more than the sum of its parts, elevating the participants, the issues and the venue as focal points for activist pressure. The form and functions of the G8 were reevaluated as the G20 summits evolved into the premier forum for discussing, planning and monitoring international economic cooperation. The ""new G8"" is refocusing on the subjects of common interest to the G8 countries, including geopolitical and security issues. The forum continues to be in a process of transformation. The G8 is an unofficial annual forum for the leaders of Canada, the European Commission, France, Germany, Italy, Japan, Russia, the United Kingdom, and the United States.",121,"the new G8 is refocusing on the topics of common interest to the G8 countries. the forum is an unofficial annual forum for leaders of the u.s., canada, the european commission, france, Germany, Italy, Japan, Russia, the united kingdom.",39
1420,Web Scrape,"The 37th G8 summit was the last summit for French President Nicolas Sarkozy, Italian Prime Minister Silvio Berlusconi, Japanese Prime Minister Naoto Kan and Dmitry Medvedev as President of Russia (Medvedev would return to the 38th G8 summit the following year as Prime Minister of Russia, leading Russian delegates in place for the newly elected President Vladimir Putin). These summit participants represent the current core members of the international forum: Traditionally, the host country of the G8 summit sets the agenda for negotiations, but world events caused the list of topics to expand, including such issues such as the Fukushima nuclear accident, the European sovereign debt crisis, the conflict in Libya, Iran's nuclear programme, Syria's crackdown on pro-democracy protests, and the selection of a new managing director for the International Monetary Fund.",132,"the 37th G8 summit was the last for french president Nicolas Sarkozy, italian prime minister Silvio Berlusconi, japanese prime minister Naoto Kan and Dmitry Medvedev as president of Russia. the 37th summit was the last for the french president, the italian prime minister and the former russian president.",48
1421,Web Scrape,"The summit is a venue for resolving differences among its members. As a practical matter, the summit was also conceived as an opportunity for its members to give each other mutual encouragement in the face of difficult economic decisions. The G8 has become a forum for political and strategic discussions, and as a caucus within the G20. The agenda for the summit included some issues which remained unresolved from previous summits. French general priorities included: Some of the specific topics on the agenda were: Protest groups and other activists were expected to make a showing at the summit. The slogan G8 dégage (""G8 Go Away"") was a recurring element of the demonstrations. Protesters expressed their concerns about capitalism and what they perceive as the imperialism of western liberal democracies. The demonstrators are widely understood to be against globalisation.",138,the summit is a venue for resolving differences among its members. the agenda for the summit included some issues which remained unresolved.,22
1422,Web Scrape,"This annual gathering of international leaders is an international event which is observed and reported by news media; and the G8's relevance and accomplishments are continuing topics of discussion. The event brings leaders together not so they can dream up quick fixes, but to talk and think about them together. The 2011 summit meeting was marked by what the G8 called the ""Deauville Partnership"" with the people of North Africa. As a start, $20 billion were pledged in support for Tunisian and Egyptian reforms due to the Arab Spring. Security planning was designed to ensure that the summit's formal agenda can remain the primary focus of the attendees' discussions; but effectively this meant converting the seaside resort into a fortress for the G8.",123,"the 2011 summit meeting was marked by what the G8 called the Deauville Partnership the event brings leaders together not so they can dream up quick fixes, but to talk and think about them together.",35
1423,Web Scrape,"In 2010, Sarkozy projected that the summits in Deauville and Cannes would cost ""ten times less"" than the preceding Canadian summits. For some, the G8 summit became a profit-generating event. For example, the G8 Summit magazines have been published under the auspices of the host nations for distribution to all attendees since 1998. According to the Mayor of Deauville, ""Our main interest is the economic implications."" Dierama nixonianum is a perennial geophyte that is part of the Iridaceae family. The species is endemic to South Africa and occurs in KwaZulu-Natal. The species has a distribution area of less than 1000 km2 and occurs from the KwaZulu-Natal Midlands to Wakkerstroom. This Iridaceae article is a stub. You can help Wikipedia by adding missing information.",123,the G8 summits in deauville and Cannes cost ten times less than the previous summits. the annual magazine has been published under the auspices of the host nations.,28
1424,Web Scrape,"Yoshio Maki (牧 義夫, Maki Yoshio; born 14 January 1958) is a Japanese politician of the Constitutional Democratic Party of Japan (CDPJ). He is a member of the House of Representatives in the Diet (national legislature). A native of Nagoya, Aichi and drop-out of Sophia University, he was elected to the House of Representatives for the first time in 2000. He was defeated in 2012 by Shōzō Kudō, but regained a proportional representation seat in 2014. He has held several positions on House of Representatives committees throughout his time in office, and served as Vice Minister of Health, Labour and Welfare from 2011 to 2012. This article about a Japanese politician born in the 1950s is a stub. You can help Wikipedia by adding missing information.",126,"a native of Nagoya, he was elected to the House of Representatives for the first time in 2000. he was defeated in 2012 by Shz Kud, but regained a proportional representation seat in 2014.",34
1425,Web Scrape,"Shingi Albert Munyeza (born 17 September 1966) is a Zimbabwean businessman. He was the head of the Zimbabwean hotel chain, African Sun and stepped down in 2015 to pursue personal interests as part of his calling as a ""marketplace apostle in advancing the kingdom of God"". Munyeza was born to Fredrick Munyeza and Damaris Gwata, where he was the first born of six children. At the age of two, he moved to Inyanga to reside with his grandmother, later on attending primary school there at Tamunesa Primary School. Munyeza moved to the capital city, Salisbury (now Harare) in 1978 where his parents had relocated to the neighbourhood of Marimba Park. He attended the rest of his primary school education at Mhizha Primary School in Highfield, Harare. Later, he went to St. John's High School in Emerald Hill, and then later Prince Edward School, both in Harare.",146,"shingi Albert Munyeza was the head of the hotel chain, African Sun. he was the first born of six children. he moved to the capital city of Salisbury in 1978.",30
1426,Web Scrape,"During his high school, he was head boy at St John's High School and later served as Junior Mayor of Harare. He has diplomas in marketing and hotel management strategy, and was awarded an honorary business doctorate by Solusi University in 2010. After completing high school, he did his articles of clerkship under Ernst and Young, at the same time enrolled for a B.Compt in accounting with University of South Africa and also completed a Diploma in Applied Accountancy with the Institute of Accountants, Zimbabwe. He later went into advertising where he studied for an IMM Diploma in Marketing. After a while, he moved to Zimbabwe Sun (now African Sun). While there, he studied for a Diploma in Hotel Management Strategy with Cornell University, New York. He was later conferred an honorary doctorate in Business Administration and Development by Solusi University in March 2010 in recognition of his contribution.",149,he was awarded an honorary business doctorate by Solusi university in 2010. he was a junior mayor of Harare. he has diplomas in marketing and hotel management strategy.,28
1427,Web Scrape,"He trained as an accountant with Ernst and Young, then made a career change to advertising and worked as an Executive Director in an advertising agency, CM & A Advertising. He moved from advertising to tourism when he got a job at Cresta Hospitality Zimbabwe, where he became Group Commercial Director. After a while, he moved to then Zimbabwe Sun Limited (now African Sun) where he assumed the role of Group Chief Executive. He pioneered bringing international food franchises in Zimbabwe but his long-term passion has been entrepreneurship where he is setting up an enterprise incubator to nurture entrepreneurship in the country. He has partnered with Africa's biggest Entrepreneurship Incubator. Furthermore, his investments are now more into ICT, solar and telecoms.",121,"he worked as an executive director in a advertising agency, CM & A Advertising. he moved from advertising to tourism when he got a job at Cresta Hospitality. he moved to then Zimbabwe Sun Limited where he assumed the role of Group Chief Executive.",44
1428,Web Scrape,"Munyeza led a consortium of business persons into buying a stake in the largest hotel management company in Zimbabwe, ZimSun Limited, becoming the Chief Executive Officer in the process in 2002. He later purchased shares in the firm to become the major shareholder, and in the process renamed the company to African Sun Limited (ASL). The company began to expand regionally and it bought properties in South Africa, Botswana and Mozambique between 2009 and 2010. Some hotels in Ghana and Nigeria also became part of ASL during the same period. Munyeza secured about US$25 million to redevelop these hotels. Some of the hotels under African Sun Limited include Troutbeck Inn Resort in Nyanga, Holiday Inn Resorts and Hotels in Zimbabwe, Monomotapa Crowne Plaza in Harare, Elephant Hills Hotel in Victoria Falls, and the Cape Grace in South Africa. He was at Africa Sun Limited for 13 years (2002 –.",149,he led a consortium of business persons into buying a stake in the largest hotel management company in Zimbabwe. he later bought shares in the firm to become the major shareholder. he then renamed the company to africa sun Limited.,40
1429,Web Scrape,"Past board seats: Current board seats: Munyeza is married to Wilma and they have a daughter, Nomsa. Munyeza has made notable contributions toward community transformation and has been a leader in initiating sustainable youth programs in disadvantaged communities in Zimbabwe targeted at young people through Faith Ministries Church where he was the senior pastor for 11 years (2006-2017). He is also involved in charity work under his church. He has assisted disadvantaged youths in various ways including giving bursaries to school children. In January 2021, Munyeza was caught in an adultery controversy which shocked the country after his daughter exposed him on social media. This forced him to step down as the church's Senior pastor. The 1998 Survivor Series was the 12th annual Survivor Series professional wrestling pay-per-view (PPV) event produced by the World Wrestling Federation (WWF, now WWE). It took place on November 15, 1998, at the Kiel.",149,he was the senior pastor for 11 years and has assisted disadvantaged youths in various ways. he was caught in an adultery controversy which shocked the country after his daughter exposed him on social media.,35
1430,Web Scrape,"The event featured a 14-man single-elimination tournament for the vacant WWF Championship; as a result, it was the first Survivor Series event not to feature its eponymous elimination match. In the tournament final, The Rock defeated Mankind with assistance from Mr. McMahon (who, in similar fashion to the ""Montreal Screwjob"" from last year's Survivor Series, ordered the referee to end the match as The Rock held Mankind in a Sharpshooter, even though he had not submitted) to claim the title. Two other championships were also defended on the undercard, with Sable defeating Jacqueline in the first defense of the WWF Women's Championship since its reactivation, and the New Age Outlaws defending their WWF Tag Team Championship in a triple threat match.",121,the event featured a 14-man single-elimination tournament for the vacant WWF Championship. the tournament final featured a 14-man single-elimination tournament. the new age Outlaws defending their WWF Tag Team Championship.,30
1431,Web Scrape,"Survivor Series is an annual gimmick pay-per-view (PPV), produced every November by the World Wrestling Federation (WWF, now WWE) since 1987. In what has become the second longest running pay-per-view event in history (behind WWE's WrestleMania), it is one of the promotion's original four pay-per-views, along with WrestleMania, SummerSlam, and Royal Rumble, and was considered one of the ""Big Five"" PPVs, along with King of the Ring. The event is traditionally characterized by having Survivor Series matches, which are tag team elimination matches that typically pits teams of four or five wrestlers against each other. The 1998 event, however, did not feature such match, and was the first of only three times a Survivor Series match did not occur at the titular event—the second in 2002, and the third in 2022. In place of the traditional Survivor Series match, for this event, was a 14-man single elimination tournament for.",149,Survivor Series is the second longest running pay-per-view event in history. it is produced every November by the world Wrestling Federation. the event is traditionally characterized by having Survivor Series matches.,31
1432,Web Scrape,"Survivor Series consisted of professional wrestling matches involving wrestlers from pre-existing feuds and storylines that played out on Raw is War — WWF's primary television program. Wrestlers portrayed a hero or a villain as they followed a series of events that built tension, and culminated in a wrestling match or series of matches. The major storyline involved the WWF Championship, which had been vacant since September after the events of Breakdown: In Your House where the Undertaker and Kane both pinned then champion Steve Austin at the same time in a match for the WWF championship. In March, Stone Cold Steve Austin had won the WWF Championship at WrestleMania XIV, and in the months that followed company owner Vince McMahon had been scheming to get the title off of him as he did not feel Austin was suitable for the company's image.",142,"wrestlers portrayed a hero or a villain as they followed a series of events that built tension. the major storyline involved the WWF Championship, which had been vacant since September after the events of Breakdown: In Your House.",38
1433,Web Scrape,"Austin would eventually lose the title in a First Blood match against Kane at King of the Ring in June after Kane's (Kayfabe) half-brother, The Undertaker, struck Austin with a chair to save Kane from hurting himself despite the two being in a feud dating from Kane's debut in 1997. Kane's reign did not last long, however, as Austin coerced him into a rematch for the title the next night on the Raw episode following the pay-per-view and defeated him to regain the WWF Championship. Austin and Undertaker then began a brief but strained alliance shortly thereafter that resulted in a brief 15 day WWF Tag Team Championship reign before a title match was signed between the two for SummerSlam in August. However, shortly before the event it was revealed that Undertaker and Kane had been in cahoots all along. After Austin retained the title at SummerSlam, it was.",149,the undertaker and Austin would eventually lose the title in a first blood match against Kane in June. the two were in a feud dating from Kane is debut in 1997. the two were in a brief but strained alliance shortly thereafter.,42
1434,Web Scrape,"After Breakdown, McMahon held a ceremony to award the WWF Championship but before he could name Undertaker or Kane the champion, Austin crashed the ceremony to attack McMahon. McMahon, furious at the brothers for failing to protect him from Austin, decided to leave the title vacant and booked a special match at Judgment Day: In Your House. Not only would Undertaker and Kane wrestle for the vacant title against their will, McMahon ordered Austin to serve as the referee so he would have the “indignity” of being forced to count a fall and crown a new champion. Austin told McMahon he would not raise anyone's hand but his in victory, leading McMahon to threaten him with termination if he did not perform his duties properly. Austin called McMahon's bluff, attacking both Undertaker and Kane and counting them out, and then declared himself the winner and champion. McMahon then made.",149,McMahon left the title vacant and booked a special match at the event. he called the brothers' bluff and tagged them out. he then declared himself the winner and champion.,30
